"","X","publisher","journal","role","editor","affiliation","url","date"
"295",295,"iMedPub","Journal of Addictive Behaviors and Therapy","Advisory Board Member","Dr. Nafeesah Fatimah","Department of Community Medicine and Public Health,
Akhtar Saeed Medical and Dental College,
Lahore,
Pakistan; Email: <a href=""/cdn-cgi/l/email-protection"" class=""__cf_email__"" data-cfemail=""9bf5fafdfefee8faf3f1faedfaf2ffdbfcf6faf2f7b5f8f4f6"">[emailÂ protected]</a>
","https://www.imedpub.com/addictive-behaviors-and-therapy/editors.php","2021-05-19"
"296",296,"iMedPub","Journal of Anatomical Science and Research","Editor","Chung-Yi Chen","Dean and Professor (Since 2007)
School of Medical and Health Sciences
Fooyin University, Kaohsiung, Taiwan","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"297",297,"iMedPub","Journal of Anatomical Science and Research","Editor","THOMAS R. GEST","Professor of Anatomy, Texas Tech University Health Sciences Center, El Paso, Texas, U.S.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"298",298,"iMedPub","Journal of Anatomical Science and Research","Editor","JANINE M. ZIERMANN","Assistant professor, Department of Anatomy, Howard University College of Medicine, Washington, US.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"299",299,"iMedPub","Journal of Anatomical Science and Research","Editor","JOSÃ‰ DARÃO.","Department of Oral and Maxillofacial Surgery. Universitary Hospital ?Virgen de las Nieves?, Granada,Spain.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"300",300,"iMedPub","Journal of Anatomical Science and Research","Editor","FÃ©lix J. de Paz FernÃ¡ndez","Professor, Department of Anatomy and Embryology, University of Valladolid, Valladolid Area, Spain.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"301",301,"iMedPub","Journal of Anatomical Science and Research","Editor","Cem KOPUZ","Department of Anatomy, Faculty of Medicine, Ondokuz Mayis University 55139, Kurupelit, Samsun, Turkey","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"302",302,"iMedPub","Journal of Anatomical Science and Research","Editor","Giuditta Mannelli","Assistant Professor, Department of Otorhinolaryngology, University of Florence, Italy.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"303",303,"iMedPub","Journal of Anatomical Science and Research","Editor","George K. Paraskevas","Department of Anatomy, Faculty of Medicine, Aristotle University of Thessaloniki, Thessaloniki, Greece.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"304",304,"iMedPub","Journal of Anatomical Science and Research","Editor","ALESSANDRO DE TROIA","Vascular Surgery-Department of Medicine and Surgery, University Hospital of Parma, Parma, Italy.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"305",305,"iMedPub","Journal of Anatomical Science and Research","Editor","Hakan KAMALAK","Assistant Professor, Faculty of Dentistry, Department of Restorative Dentistry, Firat University, TURKEY.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"306",306,"iMedPub","Journal of Anatomical Science and Research","Editor","Wael Amin Mahmoud Seif Nasr El-Din","Assistant Professor, Human Anatomy and Embryology Department, Faculty of Medicine, Suez Canal University, Ismailia, Egypt
&amp; Anatomy Department, Ibn Sina National College for Medical Studies, Jeddah, Saudi Arabia.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"307",307,"iMedPub","Journal of Anatomical Science and Research","Editor","Andrii Shmarhalov","Associate Professor, Department of Human Anatomy, Avalon University School of Medicine, Willemstad, Curacao.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"308",308,"iMedPub","Journal of Anatomical Science and Research","Editor","YÃœKSEL AYDAR","Professor, Department of Anatomy, Medical School of Eskisehir Osmangazi University, 26480 Eskisehir, Turkey.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"309",309,"iMedPub","Journal of Anatomical Science and Research","Editor","Sandeep Kumar Kar","Assistant Professor, Cardiac Anaesthesiology, Institute of Postgraduate Medical Education and Research, Kolkata, West Bengal, India.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"310",310,"iMedPub","Journal of Anatomical Science and Research","Editor","Masoomeh Mohamadpour","Assistant professor, Neuroscience Research Center, Iran university of Medical Science, Tehran, Iran.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"311",311,"iMedPub","Journal of Anatomical Science and Research","Editor","Mohamed Abdul Haye Autifi Bakhee","Chairman of Anatomy and Embryology Department, Faculty of Medicine, AlAzhar
University, Cairo-Egypt.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"312",312,"iMedPub","Journal of Anatomical Science and Research","Editor","Abdelmonem Awad Mustafa Hegazy","Professor and Former Chairman of Anatomy and Embryology Department, Faculty of Medicine, Zagazig University, Egypt","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"313",313,"iMedPub","Journal of Anatomical Science and Research","Editor","George Joseph Lufukuja","Lecturer, Department of Anatomy, Hubert Kairuki Memorial University (HKMU),
Mikocheni, Dar es Salaam, Tanzania.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"314",314,"iMedPub","Journal of Anatomical Science and Research","Editor","Javad Sadeghinezhad","Assistant professor, Department of Basic Sciences, Faculty of Veterinary Medicine, University of Tehran,Tehran, Iran.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"315",315,"iMedPub","Journal of Anatomical Science and Research","Editor","Austine Ibegbu","Senior Lecturer, Department of Anatomy, Faculty of Medicine, Ahmadu Bello University, Zaria, Kaduna State, Nigeria.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"316",316,"iMedPub","Journal of Anatomical Science and Research","Editor","ORISH CHINNA","Senior Lecturer, Department of Anatomy, University of Port Harcourt, Nigeria.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"317",317,"iMedPub","Journal of Anatomical Science and Research","Editor","Ehab Abdel Aziz Ahmed El-Shaarawy","Professor of Anatomy and Embryology: Faculty of Medicine, Cairo University, Egypt","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"318",318,"iMedPub","Journal of Anatomical Science and Research","Editor","Jasveen Kaur","Assitant professor, Department of Anatomy, PIMS Jalandhar, Punjab, India.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"319",319,"iMedPub","Journal of Anatomical Science and Research","Editor","Suraj Wasudeo Nagre","Associate Professor, Cardiovascular and Thoracic Surgery, Grant Medical College, Mumbai, Maharashtra, India.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"320",320,"iMedPub","Journal of Anatomical Science and Research","Editor","Mahmoud Abd-Elkareem Mahmoud Mohamed","Lecturer, Department of Anatomy, Histology and Embryology, Assiut University, Assiut City, Egypt.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"321",321,"iMedPub","Journal of Anatomical Science and Research","Editor","Abdelmonem Awad Hegazy","Professor and Former Chairman, Department of Anatomy and Embryology, Faculty of Medicine, Zagazig University, Egypt.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"322",322,"iMedPub","Journal of Anatomical Science and Research","Editor","ABDULRAHMAN BELLO","Lecturer, Department of Veterinary Anatomy, Faculty of Veterinary Medicine, Usmanu Danfodiyo University, Sokoto, Nigeria.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"323",323,"iMedPub","Journal of Anatomical Science and Research","Editor","Mohammad Hossein Delshad","Researcher, Department of Health Education &amp; Promotion, School of Medicine, Tarbiat Modares University, Tehran, Iran.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"324",324,"iMedPub","Journal of Anatomical Science and Research","Editor","Ashraf Youssef Nasr Mohamed Naiem","Associate professor, Department of Anatomy &amp; Embryology, Zagazig University, Zagazig, Egypt.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"325",325,"iMedPub","Journal of Anatomical Science and Research","Editor","Atteyat Mohammed Ali selim","Professor, Department of Zoology, Faculty of Science,Tanta University, Egypt.","https://www.imedpub.com/journal-anatomical-science-research/editors.php","2021-05-19"
"326",326,"iMedPub","Journal of Animal Research and Nutrition","Editor","Walter H. Hsu","Professor Emer, Biomedical Sciences,College of Veterinary Medicine, Iowa state university, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"327",327,"iMedPub","Journal of Animal Research and Nutrition","Editor","David A. Benfield","Associate Vice President of Agricultural Administration 2120 Fyffe Road, Columbus, Ohio, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"328",328,"iMedPub","Journal of Animal Research and Nutrition","Editor","H.M.Hafez","Professor, Head of the Institute of Poultry Diseases, Free University Berlin, Germany.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"329",329,"iMedPub","Journal of Animal Research and Nutrition","Editor","Klaus Manner","Professor, Institute of Animal Nutrition (WEo4), Department of Veterinary Medicine, University of Berlin, Berlin, Germany.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"330",330,"iMedPub","Journal of Animal Research and Nutrition","Editor","Wanzala Wycliffe","National Biosafety Authority, Biosafety expert reviewer: Evaluation of proposals &amp; research programmes for recommendation, Kenya.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"331",331,"iMedPub","Journal of Animal Research and Nutrition","Editor","JÃ¶rg R. Aschenbach","Professor, Institute of Veterinary Physiology, Department of Veterinary Medicine, Freie Universitat Berlin, Germany.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"332",332,"iMedPub","Journal of Animal Research and Nutrition","Editor","Christa ThÃ¶ne-Reineke","Professor, Head of Institute, Veterinary specialist of Laboratory Animal Science and physiology, Institute of Animal Welfare, Animal Behavior and Laboratory Animal Science, Department of Veterinary Medicine, University of Berlin, Berlin, Germany.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"333",333,"iMedPub","Journal of Animal Research and Nutrition","Editor","Jonathan Yardley","Assistant Professor -Clinical, Equine Field Services, Department of Veterinary Clinical Sciences, The Ohio State University, 2406 Galbreath Equine Center, 601 Vernon L. Tharp St. Columbus, Ohio, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"334",334,"iMedPub","Journal of Animal Research and Nutrition","Editor","Motoi Kikusato","Associate Professor International Education &amp; Research Center for Food &amp; Agricultural Immunology, Food Evaluation Unit, Tohoku University, Japan.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"335",335,"iMedPub","Journal of Animal Research and Nutrition","Editor","Ashish Ranjan","Assistant Professor, Department of Physiological Sciences, Center for Veterinary and Health Sciences, Oklahoma State University-Stillwater, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"336",336,"iMedPub","Journal of Animal Research and Nutrition","Editor","Luciana B. Casimiro da Costa","Assistant Professor - Practice, Extension Veterinarian - Dairy, Department of Veterinary Preventive Medicine, Ohio State University Extension-Veterinary Medicine, The Ohio State University, A100L Sisson Hall, 1920 Coffey Road, Columbus, Ohio","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"337",337,"iMedPub","Journal of Animal Research and Nutrition","Editor","Jayant Lohakare","Assistant Professor, Nutritional genomics, Kangwon National University, South Korea.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"338",338,"iMedPub","Journal of Animal Research and Nutrition","Editor","Saurabh Verma","Research Assistant Professor,Biomedical Sciences,College of Veterinary Medicine, Iowa State University, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"339",339,"iMedPub","Journal of Animal Research and Nutrition","Editor","Jannette R. Bartlett","Research Assistant Professor of Animal Science, George Washington Carver Agricultural Experiment Station, Tuskegee University, Tuskegee AL, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"340",340,"iMedPub","Journal of Animal Research and Nutrition","Editor","Huajun Jin","Assistant Scientist IV, Biomedical Sciences, College of Veterinary, Iowa State University, Iowa","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"341",341,"iMedPub","Journal of Animal Research and Nutrition","Editor","Anneluise Mader","Scientific Associate, Institute of Animal Nutrition, Freie Universitat Berlin, Germany. ","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
"342",342,"iMedPub","Journal of Animal Research and Nutrition","Editor","Steve Ensley","Affiliate Professor, Vet Diagnostic &amp; Production Animal Medicine, College of Veterinary Medicine, Iowa state university, USA.","https://animalnutrition.imedpub.com/editors.php","2021-05-19"
