publisher	journal	issn	role	editor	orcid	affiliation	url	date
John Benjamins	Terminology | International Journal of Theoretical and Applied Issues in Specialized Communication	NA	Editorial Board	Pierre Zweigenbaum	0000-0001-8410-4808	LIMSI-CNRS, France	https://benjamins.com/catalog/term	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Editors	Dorothy Kenny	0000-0002-4793-9256	Dublin City University, Ireland	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Editors	Joss Moorkens	0000-0003-0766-0071	Dublin City University, Ireland	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Consulting Editors	Yves Gambier	0000-0002-1858-4281	University of Turku &amp; Kaunas University of Technology (KTU), Lithuania	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Consulting Editors	Anthony Pym	0000-0002-9440-0886	University of Melbourne, Australia &amp; Universitat Rovira i Virgili, Spain	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Editorial Assistant	Matthew Riemland	NA	Dublin City University, Ireland	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Founding Editors	Deborah A. Folaron	0000-0002-2629-628X	Concordia University, Canada	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Founding Editors	Gregory M. Shreve	0000-0002-6907-1590	Kent State University, USA	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	Salah Basalamah	0000-0002-3716-651X	University of Ottawa, Canada	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	Renée Desjardins	0000-0001-9132-6361	Université de Saint-Boniface, Canada	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	Keiran J. Dunne	0000-0001-9138-9864	Kent State University, USA	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	Maeve Olohan	0000-0001-9931-4699	University of Manchester, UK	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	David Orrego-Carmona	0000-0001-6459-1813	Aston University, UK	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation Spaces | A multidisciplinary, multimedia, and multilingual journal of translation	NA	Associate Editors	Fernando Prieto Ramos	0000-0002-4314-2813	Université de Genève, Switzerland	https://benjamins.com/catalog/ts	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editor	Brian James Baer	0000-0002-5238-0258	Kent State University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Managing Editor	Christopher D. Mellinger	0000-0003-4915-8821	University of North Carolina at Charlotte	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Review Editor	Michelle Woods	NA	SUNY New Paltz	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Assistant	Allison Braden	NA	University of North Carolina at Charlotte	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Claudia V. Angelelli	0000-0002-8452-4754	Heriot-Watt University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Kathryn Batchelor	0000-0002-9633-5782	University College London	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Marie-Alice Belle	NA	Université de Montréal	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Agnieszka Chmiel	0000-0002-2138-3974	Adam Mickiewicz University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Sonia Colina	0000-0002-4893-9047	The University of Arizona	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Gabriel González Núñez	NA	The University of Texas Rio Grande Valley	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Ji-Hae Kang	0000-0001-8882-794X	Ajou University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Marianne Mason	NA	James Madison University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Nike K. Pokorn	0000-0002-2152-612X	University of Ljubljana	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Wen Ren	NA	Beijing Foreign Studies University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	José Santaemilia-Ruiz	NA	Universitat de València	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Rafael Y. Schögler	0000-0002-8794-1393	University of Graz	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Tarek Shamma	0000-0001-9252-4394	SUNY Binghamton	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	James St. André	0000-0001-5459-0366	Chinese University of Hong Kong	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Rebecca Tipton	0000-0001-6974-8226	University of Manchester	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Elisabet Tiselius	0000-0002-2285-6729	Stockholm University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Editorial Board	Sergey Tyulenev	0000-0001-7782-3038	University of Durham	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Interpreting Studies | The Journal of the American Translation and Interpreting Studies Association	1932-2798	Consulting Statistician	Thomas A. Hanson	0000-0001-9074-8829	Butler University	https://benjamins.com/catalog/tis	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editor	Sara Laviosa	0000-0002-6364-6533	University of Bari 'Aldo Moro', Italy	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Review Editor	Gaetano Falco	0000-0001-9657-1075	University of Bari 'Aldo Moro', Italy	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Assistant Editor	Richard D.G. Braithwaite	NA	Freelance language teacher and translator	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Michael Byram	0000-0003-1116-2366	University of Durham, UK	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Ángeles Carreres	NA	University of Cambridge, UK	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Pierangela Diadori	0000-0002-4041-289X	Università per Stranieri di Siena, Italy	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Adriana Díaz	0000-0001-7788-7787	The University of Queensland, Australia	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Ofelia García	NA	City University of New York, USA	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Maria González-Davies	0000-0002-6802-0740	Universitat Ramon Llull, Spain	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Juliane House	NA	University of Hamburg, Germany &amp; Hellenic American University, Athens, Greece	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Laura Incalcaterra McLoughlin	0000-0003-4195-0734	National University of Ireland, Galway, Ireland	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Meng Ji	NA	University of Sydney, Australia	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Marie Källkvist	0000-0002-8686-9959	Lund University, Sweden	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Penny Kinnear	0000-0003-0715-2026	University of Toronto, Canada	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Jennifer Lertola	0000-0002-4991-8555	Università del Piemonte Orientale, Italy	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Harold M. Lesch	0000-0003-1474-7028	Stellenbosch University, South Africa	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Glenn Levine	0000-0001-6466-6352	University of California, Irvine, USA	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Kirsten Malmkjær	0000-0002-3145-3294	The University of Leicester, UK	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Alastair Pennycook	0000-0002-4656-6187	University of Technology Sydney, Australia	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Valeria Petrocchi	0000-0002-7310-0198	Scuola Superiore Mediatori Linguistici, Rome, Italy	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Lucía Pintado Gutiérrez	NA	Dublin City University, Ireland	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Josh Prada	0000-0002-4783-8623	Indiana University - Purdue University, Indianapolis, USA	https://benjamins.com/catalog/ttmc	2022-01-20
John Benjamins	Translation and Translanguaging in Multilingual Contexts	2352-1805	Editorial Board	Anthony Pym	0000-0002-9440-0886	University of Melbourne, Australia &amp; Universitat Rovira i Virgili, Spain	https://benjamins.com/catalog/ttmc	2022-01-20
