publisher	journal	role	editor	orcid	affiliation	url	date
Hindawi	BioMed Research International	Section Editors	Maria Pia Foschino Barbaro	NA	Department of Medical and Surgical Sciences, Institute of Respiratory Diseases, University of Foggia  , Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Torsten Goldmann	NA	Research Center Borstel, Germany	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Cristan Herbert	0000-0002-0702-0210	UNSW Australia, Australia	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Nikolaos G. Koulouris	0000-0002-1719-7220	National and Kapodistrian University of Athens, Greece	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Erwan L'Her	NA	Hôpital de la Cavale Blanche, France	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Federico Lavorini	0000-0002-3293-2123	Università degli Studi di Firenze, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Emilia Lecuona	0000-0003-4387-1386	Northwestern University, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Fabrizio Luppi	0000-0002-2242-1063	University of Modena and Reggio Emilia, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Mario Malerba	0000-0003-1246-4892	Respiratory Medicine Department of Translational Medicine University of Eastern Piedmont, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Robin McAnulty	0000-0003-1936-4245	University College London, United Kingdom	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Carlos Pérez-Guzmán	NA	Instituto de Salud del Estado de Aguascalientes, Mexico	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Giulio Francesco Romiti	0000-0002-3788-8942	Department of Internal Medicine and Medical Specialties, Sapienza – University of Rome, Rome, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Ruxana Sadikot	NA	University of Emory, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Nikolaos Siafakas	0000-0001-6747-2377	University of Crete, Greece	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Paolo Spagnolo	NA	Kanton Hospital Basel Land Liestal, Switzerland	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Gernot Zissel	0000-0001-8021-9798	Medical Center - University of Freiburg, Germany	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Marco Aiello	0000-0002-3676-0664	IRCCS SDN, Istituto di ricerca diagnostica e nucleare, Naples, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Hidetaka Arimura	0000-0002-2918-2747	Kyushu University, Japan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Melih S. Aslan	NA	Computer Science Dept. Wayne State University , USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Andrea Baggiano	NA	Centro Cardiologico Monzino, IRCCS, Milan, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	"Cristiana	 Bonifacio	"	NA	Humanitas Clinical and Research Hospital IRCCS, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Ayache Bouakaz	NA	Université François-Rabelais, France	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Salvatore Cappabianca	NA	University of Campania Luigi Vanvitelli, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Damiano Caruso	0000-0001-9285-4764	"Department of Radiological Sciences, Oncology &amp; Pathology, University of Rome ""Sapienza"", Faculty of Medicine and Dentistry, I.C.O.T. - Via F. Faggiana 34, 04100 Latina, Italy, Italy"	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Cristiana Corsi	0000-0002-0289-9174	University of Bologna, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Tobias De Zordo	0000-0002-1994-5907	Brixsana private clinic, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Alessandro Fancellu	0000-0002-3997-8183	Department of Clinical and Experimental Medicine, Unit of General Surgery 2, University of Sassari  , Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Cristina Ferrari	NA	Nuclear Medicine, University of Bari “Aldo Moro”, Bari, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Ali Gholamrezanezhad	0000-0001-6930-4246	, MD, FEBNM (Keck Medicine of USC) of USC, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Marco Giannelli	0000-0002-4061-0490	Azienda Ospedaliero-Universitaria Pisana, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Tsutomu Gomi	0000-0002-2322-714X	Kitasato University, Japan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Cristina Grippaudo	0000-0002-9499-0556	Universita' Cattolica, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Michael Jacobs	0000-0002-1125-1644	Johns Hopkins University, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Kwang Gi Kim	0000-0001-9714-6038	Gachon University, Republic of Korea	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Rong Liu	NA	Laboratory for Climate Environment and Disasters of Western China;Cold and Arid Regions Environmental and Engineering Research Institute;Chinese Academy of Sciences;Graduate School;Chinese Academy of Sciences, China	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Martin G. Mack	NA	Radiologie München, Germany	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Antonio Pinto	NA	Department of Radiology, Cardarelli Hospital, 80123 Naples, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Gianluca Pontone	0000-0002-1339-6679	University of Milan, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Alfonso Reginelli	NA	Second University of Naples, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Marco Rengo	0000-0001-9087-5692	University of Rome SAPIENZA, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Ernesto Roldan-Valadez	NA	Magnetic Resonance Unit. Medica Sur Clinic &amp; Foundation., Mexico	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Sergio Salerno	NA	University of Palermo, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Mariano Scaglione	NA	University Hospitals of North Midlands, United Kingdom	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Arnaldo Scardapane	0000-0002-6116-5701	University of Bari, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Liviu Steier	NA	Postgraduate Dental Education Unit, University of Warwick, Warwick University Medical School  , United Kingdom	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Luca Pio Stoppino	NA	Department of Clinical and Experimental Medicine, University of Foggia, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Shiteng Suo	0000-0003-2528-2836	Department of Radiology, Renji Hospital, Shanghai Jiao Tong University School of Medicine, China	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Dean Ta	0000-0001-6651-4491	Department of Electronic Engineering Fudan University , China	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Yoshito Tsushima	0000-0002-6889-1570	Gunma University, Japan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Jiun-Jie Wang	0000-0002-2422-9059	Chang Gung University, Taiwan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Jing Yuan	NA	Department of Imaging and Interventional Radiology, Chinese University of Hong Kong  , Hong Kong	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Jinyuan Zhou	NA	Johns Hopkins University, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Academic Editors	Yongjin Zhou	0000-0002-0067-8466	School of Biomedical Engineering, Shenzhen University, Shenzhen, China; National-Regional Key Technology Engineering Laboratory for Medical Ultrasound; Guangdong Key Laboratory for Biomedical Measurements and Ultrasound Imaging, China	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Emilia Biffi	0000-0002-2568-9735	Scientific Institute IRCCS Eugenio Medea, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Corina O. Bondi	0000-0002-5733-4912	University of Pittsburgh, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	S. Brunelli	0000-0002-5986-1564	Fondazione Santa Lucia IRCCS - Scientific Institute for Research, Hospitalization and Healthcare, via Ardeatina, 306, -00179- Rome, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Armand Cholewka	0000-0003-3998-7677	Department of Medical Physics, Chelkowski Institute of Physics, University of Silesia, Poland	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Emmanuel G. Ciolac	0000-0002-2397-8162	São Paulo State University - UNESP, School of Sciences, Physical Education Department, Exercise and Chronic Disease Research Laboratory, Brazil	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Chiara Crespi	NA	Scuola Universitaria Superiore IUSS, Pavia, 27100, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Anselmo De Athayde Costa e Silva	NA	aculty of Physical Education, Federal University of Pará, Belém, Pará, Brazil, Brazil	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Jean C. De Mauroy	0000-0002-2998-6892	Spine Orthopedic Department Clinique du Parc , France	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Kenji Doma	NA	College of Healthcare Sciences, James Cook University, Australia	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Filipe Abdalla Dos Reis	NA	Doctoral Program of Health and Development Midwest Region-UFMS  , Brazil	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Ashraf S. Gorgey	0000-0002-9157-6034	Hunter Holmes McGuire VA Hospital, USA	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Toyohiro Hamaguchi	0000-0001-9170-2144	Department of Rehabilitation, School of Health Social Services, Saitama Prefectural University, Japan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Tsung-Hsun Hsieh	0000-0002-1794-7941	Chang Gung University, Taiwan	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Lee Ingle	0000-0001-6155-5577	University of Hull, United Kingdom	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Defne Kaya	0000-0003-0552-1190	Faculty of Health Sciences Department of Physiotherapy and Rehabilitation Uskudar University, Turkey	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Ireneusz Marek Kowalski	NA	Department and Clinic of Rehabilitation, Faculty of Medical Sciences, University of Warmia and Mazury in Olsztyn, Poland	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Du-Hyeong Lee	0000-0003-2803-7457	Department of Prosthodontics School of Dentistry Kyungpook National University, Republic of Korea	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Le Li	0000-0002-9340-9061	First Affiliated Hospital, Sun Yat-sen University, China	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Giuseppe Messina	NA	Department of Psychology, Pedagogical and Educational Science, University of Palermo, Italy, Italy	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
Hindawi	BioMed Research International	Section Editors	Hugo Olmedillas	NA	Universidad de Oviedo, Spain	https://www.hindawi.com/journals/bmri/editors/	2022-01-04
